1768540685.567578 server started (47022): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1768540685.567602 on Darwin 25.2.0 Darwin Kernel Version 25.2.0: Tue Nov 18 21:09:55 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T8103
1768540685.567610 using libevent 2.1.12-stable select
1768540685.567617 using utf8proc 2.11.2
1768540685.567622 using ncurses 6.5 20240427
1768540685.668520 /dev/ttys001: \033[K
1768540685.668522 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,13 at 0,13, width 80
1768540685.668525 tty_draw_line: px=0 py=13 nx=80 atx=0 aty=13
1768540685.668527 tty_draw_line: defaults: fg=8, bg=8
1768540685.668529 tty_draw_line: 80 to end of line (0 cleared)
1768540685.668532 tty_clear_line: /dev/ttys001, 80 at 0,13
1768540685.668534 /dev/ttys001: \r
1768540685.668536 /dev/ttys001: \n
1768540685.668538 /dev/ttys001: \033[K
1768540685.668541 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,14 at 0,14, width 80
1768540685.668543 tty_draw_line: px=0 py=14 nx=80 atx=0 aty=14
1768540685.668545 tty_draw_line: defaults: fg=8, bg=8
1768540685.668548 tty_draw_line: 80 to end of line (0 cleared)
1768540685.668550 tty_clear_line: /dev/ttys001, 80 at 0,14
1768540685.668552 /dev/ttys001: \r
1768540685.668554 /dev/ttys001: \n
1768540685.668557 /dev/ttys001: \033[K
1768540685.668559 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,15 at 0,15, width 80
1768540685.668562 tty_draw_line: px=0 py=15 nx=80 atx=0 aty=15
1768540685.668564 tty_draw_line: defaults: fg=8, bg=8
1768540685.668566 tty_draw_line: 80 to end of line (0 cleared)
1768540685.668569 tty_clear_line: /dev/ttys001, 80 at 0,15
1768540685.668571 /dev/ttys001: \r
1768540685.668573 /dev/ttys001: \n
1768540685.668575 /dev/ttys001: \033[K
1768540685.668578 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,16 at 0,16, width 80
1768540685.668580 tty_draw_line: px=0 py=16 nx=80 atx=0 aty=16
1768540685.668582 tty_draw_line: defaults: fg=8, bg=8
1768540685.668585 tty_draw_line: 80 to end of line (0 cleared)
1768540685.668587 tty_clear_line: /dev/ttys001, 80 at 0,16
1768540685.668589 /dev/ttys001: \r
1768540685.668591 /dev/ttys001: \n
1768540685.668593 /dev/ttys001: \033[K
1768540685.668596 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,17 at 0,17, width 80
1768540685.668598 tty_draw_line: px=0 py=17 nx=80 atx=0 aty=17
1768540685.668600 tty_draw_line: defaults: fg=8, bg=8
1768540685.668603 tty_draw_line: 80 to end of line (0 cleared)
1768540685.668605 tty_clear_line: /dev/ttys001, 80 at 0,17
1768540685.668607 /dev/ttys001: \r
1768540685.668609 /dev/ttys001: \n
1768540685.668612 /dev/ttys001: \033[K
1768540685.668614 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,18 at 0,18, width 80
1768540685.668616 tty_draw_line: px=0 py=18 nx=80 atx=0 aty=18
1768540685.668619 tty_draw_line: defaults: fg=8, bg=8
1768540685.668621 tty_draw_line: 80 to end of line (0 cleared)
1768540685.668623 tty_clear_line: /dev/ttys001, 80 at 0,18
1768540685.668626 /dev/ttys001: \r
1768540685.668628 /dev/ttys001: \n
1768540685.668630 /dev/ttys001: \033[K
1768540685.668632 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,19 at 0,19, width 80
1768540685.668638 tty_draw_line: px=0 py=19 nx=80 atx=0 aty=19
1768540685.668640 tty_draw_line: defaults: fg=8, bg=8
1768540685.668642 tty_draw_line: 80 to end of line (0 cleared)
1768540685.668644 tty_clear_line: /dev/ttys001, 80 at 0,19
1768540685.668647 /dev/ttys001: \r
1768540685.668649 /dev/ttys001: \n
1768540685.668651 /dev/ttys001: \033[K
1768540685.668654 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,20 at 0,20, width 80
1768540685.668656 tty_draw_line: px=0 py=20 nx=80 atx=0 aty=20
1768540685.668658 tty_draw_line: defaults: fg=8, bg=8
1768540685.668661 tty_draw_line: 80 to end of line (0 cleared)
1768540685.668663 tty_clear_line: /dev/ttys001, 80 at 0,20
1768540685.668665 /dev/ttys001: \r
1768540685.668667 /dev/ttys001: \n
1768540685.668669 /dev/ttys001: \033[K
1768540685.668672 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,21 at 0,21, width 80
1768540685.668674 tty_draw_line: px=0 py=21 nx=80 atx=0 aty=21
1768540685.668677 tty_draw_line: defaults: fg=8, bg=8
1768540685.668679 tty_draw_line: 80 to end of line (0 cleared)
1768540685.668681 tty_clear_line: /dev/ttys001, 80 at 0,21
1768540685.668683 /dev/ttys001: \r
1768540685.668685 /dev/ttys001: \n
1768540685.668688 /dev/ttys001: \033[K
1768540685.668690 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,22 at 0,22, width 80
1768540685.668693 tty_draw_line: px=0 py=22 nx=80 atx=0 aty=22
1768540685.668695 tty_draw_line: defaults: fg=8, bg=8
1768540685.668697 tty_draw_line: 80 to end of line (0 cleared)
1768540685.668700 tty_clear_line: /dev/ttys001, 80 at 0,22
1768540685.668702 /dev/ttys001: \r
1768540685.668704 /dev/ttys001: \n
1768540685.668706 /dev/ttys001: \033[K
1768540685.668709 screen_redraw_draw_pane_scrollbars: /dev/ttys001 @0
1768540685.668711 /dev/ttys001: redrawing status
1768540685.668713 screen_redraw_draw_status: /dev/ttys001 @0
1768540685.668716 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=23
1768540685.668718 tty_draw_line: defaults: fg=8, bg=8
1768540685.668722 /dev/ttys001: \033[30m
1768540685.668725 /dev/ttys001: \033[42m
1768540685.668727 /dev/ttys001: \r
1768540685.668730 /dev/ttys001: \n
1768540685.668732 /dev/ttys001: [0] 0:zsh*                               "dhcp-9-239-235-118.im" 10:48 16-Jan-26
1768540685.668735 /dev/ttys001: \033(B\033[m
1768540685.668737 /dev/ttys001: \033[?12l\033[?25h
1768540685.668740 /dev/ttys001: current mode WRAP
1768540685.668742 /dev/ttys001: setting mode CURSOR,WRAP
1768540685.668744 /dev/ttys001: redraw added 229 bytes
1768540685.668747 server_client_reset_state: client /dev/ttys001 mode CURSOR,WRAP
1768540685.668750 server_client_reset_state: cursor to 0,0
1768540685.668752 /dev/ttys001: \033[1;1H
1768540685.668755 server_client_check_pane_buffer: pane %0 is on
1768540685.668758 @0 active pane not changed
1768540685.668765 /dev/ttys001: wrote 235 bytes (of 235)
1768540685.668768 /dev/ttys001: waiting for redraw, 0 bytes left
1768540685.668774 /dev/ttys001: read 65 bytes (already 0)
1768540685.668777 /dev/ttys001: keys are 65 (\033[?1;2c\033[>1;95;0c\033]10;rgb:ffff/ffff/ffff\a\033]11;rgb:1e1e/1e1e/1e1e\a)
1768540685.668780 /dev/ttys001: received primary DA \033[?1;2c
1768540685.668784 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,RGB,title
1768540685.668787 /dev/ttys001: \033[?7727h
1768540685.668789 /dev/ttys001: \033(B\033[m
1768540685.668792 /dev/ttys001: \033[?12l\033[?25h
1768540685.668794 /dev/ttys001: current mode ALL
1768540685.668796 /dev/ttys001: setting mode CURSOR
1768540685.668799 /dev/ttys001: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1768540685.668801 /dev/ttys001: \033[1;1H
1768540685.668804 /dev/ttys001: \033[1;24r
1768540685.668807 /dev/ttys001: complete key \033[?1;2c 0xfe000000000
1768540685.668810 /dev/ttys001: keys are 58 (\033[>1;95;0c\033]10;rgb:ffff/ffff/ffff\a\033]11;rgb:1e1e/1e1e/1e1e\a)
1768540685.668813 /dev/ttys001: received secondary DA \033[>1;95;0c
1768540685.668815 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,RGB,title
1768540685.668818 /dev/ttys001: \033[?7727h
1768540685.668824 /dev/ttys001: \033(B\033[m
1768540685.668827 /dev/ttys001: \033[?12l\033[?25h
1768540685.668829 /dev/ttys001: current mode ALL
1768540685.668832 /dev/ttys001: setting mode CURSOR
1768540685.668834 /dev/ttys001: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1768540685.668837 /dev/ttys001: \033[1;1H
1768540685.668839 /dev/ttys001: \033[1;24r
1768540685.668842 /dev/ttys001: complete key \033[>1;95;0c 0xfe000000000
1768540685.668845 /dev/ttys001: keys are 48 (\033]10;rgb:ffff/ffff/ffff\a\033]11;rgb:1e1e/1e1e/1e1e\a)
1768540685.668849 colour_parseX11: rgb:ffff/ffff/ffff = #ffffff
1768540685.668852 /dev/ttys001 fg is #ffffff
1768540685.668855 /dev/ttys001: complete key \033]10;rgb:ffff/ffff/ffff\a 0xfe000000000
1768540685.668857 /dev/ttys001: keys are 24 (\033]11;rgb:1e1e/1e1e/1e1e\a)
1768540685.668860 colour_parseX11: rgb:1e1e/1e1e/1e1e = #1e1e1e
1768540685.668863 /dev/ttys001 bg is #1e1e1e
1768540685.668865 /dev/ttys001: complete key \033]11;rgb:1e1e/1e1e/1e1e\a 0xfe000000000
1768540685.668868 redraw timer fired
1768540685.668870 cmdq_next <global>: empty
1768540685.668873 cmdq_next </dev/ttys001>: empty
1768540685.668876 /dev/ttys001: redraw window status borders overlay panes scrollbars
1768540685.668878 /dev/ttys001: redraw deferred (142 left)
1768540685.668880 redraw timer started
1768540685.668883 server_client_reset_state: client /dev/ttys001 mode CURSOR,WRAP
1768540685.668886 server_client_reset_state: cursor to 0,0
1768540685.668888 /dev/ttys001: \033[1;1H
1768540685.668891 /dev/ttys001: current mode CURSOR
1768540685.668893 /dev/ttys001: setting mode CURSOR,WRAP
1768540685.668895 server_client_check_pane_buffer: pane %0 is on
1768540685.668898 @0 active pane not changed
1768540685.668904 /dev/ttys001: wrote 148 bytes (of 148)
1768540685.668906 cmdq_next <global>: empty
1768540685.668909 cmdq_next </dev/ttys001>: empty
1768540685.668912 /dev/ttys001: redraw window status borders overlay panes scrollbars
1768540685.668914 /dev/ttys001: redraw needed
1768540685.668918 screen_redraw_set_context: /dev/ttys001 @0 ox=0 oy=0 sx=80 sy=23 1/0
1768540685.668920 status_redraw enter
1768540685.668923 format_defaults: c=/dev/ttys001
1768540685.668925 format_defaults: s=none
1768540685.668927 format_defaults: wl=none
1768540685.668929 format_defaults: wp=none
1768540685.668932 screen_write_start: size 80x1, no pane
1768540685.668935 screen_write_cursormove: from 0,0 to 0,0
1768540685.668945 format_expand1: expanding format: #[align=left range=left #{E:status-left-style}]#[push-default]#{T;=/#{status-left-length}:status-left}#[pop-default]#[norange default]#[list=on align=#{status-justify}]#[list=left-marker]<#[list=right-marker]>#[list=on]#{W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}}#[nolist align=right range=right #{E:status-right-style}]#[push-default]#{T;=/#{status-right-length}:status-right}#[pop-default]#[norange default]
1768540685.668948 format_expand1: found #*1[
1768540685.668951 format_expand1: found #{}: E:status-left-style
1768540685.668956 format_replace: modifier 0 is E
1768540685.668960 format_replace: format 'status-left-style' found: default
1768540685.668963 format_expand1: expanding format: default
1768540685.668965 format_expand1: result is: default
1768540685.668968 format_replace: replaced 'E:status-left-style' with 'default'
1768540685.668970 format_expand1: found #*1[
1768540685.668973 format_expand1: found #{}: T;=/#{status-left-length}:status-left
1768540685.668976 format_expand1: expanding format: #{status-left-length}
1768540685.668978 format_expand1: found #{}: status-left-length
1768540685.668982 format_replace: format 'status-left-length' found: 10
1768540685.668985 format_replace: replaced 'status-left-length' with '10'
1768540685.668987 format_expand1: result is: 10
1768540685.668990 format_replace: modifier 0 is T
1768540685.668992 format_replace: modifier 1 is =
1768540685.668994 format_replace: modifier 1 argument 0: 10
1768540685.668998 format_replace: format 'status-left' found: [#{session_name}] 
1768540685.669001 format_expand1: expanding format: [#{session_name}] 
1768540685.669003 format_expand1: found #{}: session_name
1768540685.669007 format_replace: format 'session_name' found: 0
1768540685.669010 format_replace: replaced 'session_name' with '0'
1768540685.669012 format_expand1: result is: [0] 
1768540685.669015 format_replace: applied length limit 10: [0] 
1768540685.669018 format_replace: replaced 'T;=/#{status-left-length}:status-left' with '[0] '
1768540685.669020 format_expand1: found #*1[
1768540685.669023 format_expand1: found #*1[
1768540685.669025 format_expand1: found #*1[
1768540685.669028 format_expand1: found #{}: status-justify
1768540685.669031 format_replace: format 'status-justify' found: left
1768540685.669034 format_replace: replaced 'status-justify' with 'left'
1768540685.669037 format_expand1: found #*1[
1768540685.669039 format_expand1: found #*1[
1768540685.669042 format_expand1: found #*1[
1768540685.669054 format_expand1: found #{}: W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}
1768540685.669058 format_replace: modifier 0 is W
1768540685.669064 format_loop_windows: window loop: 0 @0
1768540685.669067 format_defaults: c=/dev/ttys001
1768540685.669071 format_defaults: s=$0
1768540685.669074 format_defaults: wl=0
1768540685.669076 format_defaults: wp=none
1768540685.669082 format_expand1: expanding format: #[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}
1768540685.669089 format_expand1: found #*1[
1768540685.669092 format_expand1: found #{}: window_index
1768540685.669096 format_replace: format 'window_index' found: 0
1768540685.669099 format_replace: replaced 'window_index' with '0'
1768540685.669102 format_expand1: found #{}: ?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}
1768540685.669105 format_replace: condition is: #{!=:#{E:window-status-current-style},default}
1768540685.669110 format_expand1: expanding format: #{!=:#{E:window-status-current-style},default}
1768540685.669113 format_expand1: found #{}: !=:#{E:window-status-current-style},default
1768540685.669115 format_replace: modifier 0 is !=
1768540685.669118 format_expand1: expanding format: #{E:window-status-current-style}
1768540685.669121 format_expand1: found #{}: E:window-status-current-style
1768540685.669123 format_replace: modifier 0 is E
1768540685.669126 format_replace: format 'window-status-current-style' found: default
1768540685.669129 format_expand1: expanding format: default
1768540685.669131 format_expand1: result is: default
1768540685.669134 format_replace: replaced 'E:window-status-current-style' with 'default'
1768540685.669137 format_expand1: result is: default
1768540685.669139 format_expand1: expanding format: default
1768540685.669141 format_expand1: result is: default
1768540685.669144 format_replace: compare != left is: default
1768540685.669146 format_replace: compare != right is: default
1768540685.669149 format_replace: replaced '!=:#{E:window-status-current-style},default' with '0'
1768540685.669152 format_expand1: result is: 0
1768540685.669155 format_replace: condition '#{!=:#{E:window-status-current-style},default}' is false
1768540685.669158 format_replace: no condition matched in '#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}'; using last arg
1768540685.669161 format_expand1: expanding format: #{E:window-status-style}
1768540685.669163 format_expand1: found #{}: E:window-status-style
1768540685.669166 format_replace: modifier 0 is E
1768540685.669169 format_replace: format 'window-status-style' found: default
1768540685.669172 format_expand1: expanding format: default
1768540685.669174 format_expand1: result is: default
1768540685.669177 format_replace: replaced 'E:window-status-style' with 'default'
1768540685.669180 format_expand1: result is: default
1768540685.669183 format_replace: replaced '?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}' with 'default'
1768540685.669187 format_expand1: found #{}: ?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},
1768540685.669190 format_replace: condition is: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1768540685.669194 format_expand1: expanding format: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1768540685.669197 format_expand1: found #{}: &&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}
1768540685.669200 format_replace: modifier 0 is &&
1768540685.669203 format_expand1: expanding format: #{window_last_flag}
1768540685.669206 format_expand1: found #{}: window_last_flag
1768540685.669210 format_replace: format 'window_last_flag' found: 0
1768540685.669213 format_replace: replaced 'window_last_flag' with '0'
1768540685.669216 format_expand1: result is: 0
1768540685.669219 format_bool_op_n: operator && has operand: 0
1768540685.669222 format_replace: replaced '&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}' with '0'
1768540685.669225 format_expand1: result is: 0
1768540685.669228 format_replace: condition '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}' is false
1768540685.669231 format_replace: no condition matched in '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},'; using last arg
1768540685.669237 format_replace: replaced '?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},' with ''
1768540685.669241 format_expand1: found #{}: ?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1768540685.669245 format_replace: condition is: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1768540685.669249 format_expand1: expanding format: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1768540685.669252 format_expand1: found #{}: &&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}
1768540685.669254 format_replace: modifier 0 is &&
1768540685.669257 format_expand1: expanding format: #{window_bell_flag}
1768540685.669259 format_expand1: found #{}: window_bell_flag
1768540685.669263 format_replace: format 'window_bell_flag' found: 0
1768540685.669265 format_replace: replaced 'window_bell_flag' with '0'
1768540685.669268 format_expand1: result is: 0
1768540685.669270 format_bool_op_n: operator && has operand: 0
1768540685.669273 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1768540685.669275 format_expand1: result is: 0
1768540685.669278 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1768540685.669282 format_replace: no condition matched in '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}'; using last arg
1768540685.669286 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1768540685.669289 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1768540685.669293 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1768540685.669299 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1768540685.669302 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1768540685.669305 format_replace: modifier 0 is &&
1768540685.669308 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1768540685.669310 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1768540685.669313 format_replace: modifier 0 is ||
1768540685.669316 format_expand1: expanding format: #{window_activity_flag}
1768540685.669318 format_expand1: found #{}: window_activity_flag
1768540685.669322 format_replace: format 'window_activity_flag' found: 0
1768540685.669325 format_replace: replaced 'window_activity_flag' with '0'
1768540685.669327 format_expand1: result is: 0
1768540685.669329 format_bool_op_n: operator || has operand: 0
1768540685.669332 format_expand1: expanding format: #{window_silence_flag}
1768540685.669335 format_expand1: found #{}: window_silence_flag
1768540685.669338 format_replace: format 'window_silence_flag' found: 0
1768540685.669341 format_replace: replaced 'window_silence_flag' with '0'
1768540685.669343 format_expand1: result is: 0
1768540685.669345 format_bool_op_n: operator || has operand: 0
1768540685.669348 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1768540685.669351 format_expand1: result is: 0
1768540685.669353 format_bool_op_n: operator && has operand: 0
1768540685.669356 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1768540685.669364 format_expand1: result is: 0
1768540685.669367 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1768540685.669371 format_replace: no condition matched in '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},'; using last arg
1768540685.669375 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1768540685.669377 format_expand1: result is: 
1768540685.669381 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1768540685.669383 format_expand1: found #*1[
1768540685.669386 format_expand1: found #{}: T:window-status-current-format
1768540685.669389 format_replace: modifier 0 is T
1768540685.669392 format_replace: format 'window-status-current-format' found: #I:#W#{?window_flags,#{window_flags}, }
1768540685.669395 format_expand1: expanding format: #I:#W#{?window_flags,#{window_flags}, }
1768540685.669398 format_expand1: found #I: window_index
1768540685.669401 format_replace: format 'window_index' found: 0
1768540685.669404 format_replace: replaced 'window_index' with '0'
1768540685.669407 format_expand1: found #W: window_name
1768540685.669410 format_replace: format 'window_name' found: zsh
1768540685.669413 format_replace: replaced 'window_name' with 'zsh'
1768540685.669416 format_expand1: found #{}: ?window_flags,#{window_flags}, 
1768540685.669418 format_replace: condition is: window_flags
1768540685.669422 format_replace: condition 'window_flags' found: *
1768540685.669424 format_replace: condition 'window_flags' is true
1768540685.669427 format_expand1: expanding format: #{window_flags}
1768540685.669429 format_expand1: found #{}: window_flags
1768540685.669433 format_replace: format 'window_flags' found: *
1768540685.669435 format_replace: replaced 'window_flags' with '*'
1768540685.669438 format_expand1: result is: *
1768540685.669440 format_replace: replaced '?window_flags,#{window_flags}, ' with '*'
1768540685.669443 format_expand1: result is: 0:zsh*
1768540685.669445 format_replace: replaced 'T:window-status-current-format' with '0:zsh*'
1768540685.669448 format_expand1: found #*1[
1768540685.669451 format_expand1: found #*1[
1768540685.669454 format_expand1: found #{}: ?loop_last_flag,,#{window-status-separator}
1768540685.669456 format_replace: condition is: loop_last_flag
1768540685.669461 format_replace: condition 'loop_last_flag' found: 1
1768540685.669464 format_replace: condition 'loop_last_flag' is true
1768540685.669467 format_replace: replaced '?loop_last_flag,,#{window-status-separator}' with ''
1768540685.669470 format_expand1: result is: #[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]
1768540685.669473 unref client 0x1030ac7f0 (3 references)
1768540685.669482 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}' with '#[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]'
1768540685.669488 format_expand1: found #*1[
1768540685.669491 format_expand1: found #{}: E:status-right-style
1768540685.669493 format_replace: modifier 0 is E
1768540685.669497 format_replace: format 'status-right-style' found: default
1768540685.669500 format_expand1: expanding format: default
1768540685.669502 format_expand1: result is: default
1768540685.669505 format_replace: replaced 'E:status-right-style' with 'default'
1768540685.669507 format_expand1: found #*1[
1768540685.669510 format_expand1: found #{}: T;=/#{status-right-length}:status-right
1768540685.669513 format_expand1: expanding format: #{status-right-length}
1768540685.669515 format_expand1: found #{}: status-right-length
1768540685.669519 format_replace: format 'status-right-length' found: 40
1768540685.669522 format_replace: replaced 'status-right-length' with '40'
1768540685.669524 format_expand1: result is: 40
1768540685.669526 format_replace: modifier 0 is T
1768540685.669529 format_replace: modifier 1 is =
1768540685.669531 format_replace: modifier 1 argument 0: 40
1768540685.669535 format_replace: format 'status-right' found: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1768540685.669539 format_expand1: expanding format: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1768540685.669704 format_expand1: after time expanded: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" 10:48 16-Jan-26
1768540685.669708 format_expand1: found #{}: ?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,
